score,group
0.633127,within
0.805743,within
0.670526,within
0.624010,within
0.634131,within
0.859939,within
0.761517,within
0.877923,within
0.792018,within
0.771431,within
0.700542,within
0.814552,within
0.583096,within
0.751989,within
0.744490,within
0.679988,within
0.652177,within
0.644229,within
0.712171,within
0.766489,within
0.748820,within
0.674285,within
0.778019,within
0.893125,within
0.792497,within
0.733005,within
0.705884,within
0.631470,within
0.681426,within
0.778043,within
0.626867,within
0.798894,within
0.654000,within
0.641230,within
0.734790,within
0.641474,within
0.708635,within
0.909068,within
0.808747,within
0.917827,within
0.827683,within
0.644163,within
0.884636,within
0.712300,within
0.643333,within
0.819693,within
0.710213,within
0.666486,within
0.685837,within
0.642155,within
0.697972,within
0.699821,within
0.697245,within
0.798149,within
0.796155,within
0.725181,within
0.767401,within
0.771248,within
0.691067,within
0.809816,within
0.691057,within
0.727593,within
0.754747,within
0.677746,within
0.658700,within
0.710834,within
0.642627,within
0.896492,within
0.974192,within
0.897127,within
0.748017,within
0.786405,within
0.654013,within
0.734051,within
0.720265,within
0.804307,within
0.842897,within
0.724761,within
0.856511,within
0.909775,within
0.917945,within
0.903886,within
0.947449,within
0.740824,within
0.909941,within
0.704497,within
0.730177,within
0.762590,within
0.755977,within
0.831644,within
0.899002,within
0.824612,within
0.600556,within
0.937581,within
0.821067,within
0.607532,within
0.853413,within
0.793431,within
0.725988,within
0.608780,within
0.578855,within
0.719143,within
0.635326,within
0.663930,within
0.941913,within
0.588447,within
0.660198,within
0.900205,within
0.904025,within
0.932016,within
0.730736,within
0.855747,within
0.766332,within
0.704748,within
0.754696,within
0.751063,within
0.735046,within
0.759109,within
0.742485,within
0.892217,within
0.890666,within
0.813646,within
0.685588,within
0.745659,within
0.754022,within
0.688374,within
0.564979,within
0.673688,within
0.835542,within
0.743049,within
0.776915,within
0.625445,within
0.720965,within
0.855716,within
0.911253,within
0.737181,within
0.706249,within
0.737740,within
0.706675,within
0.661362,within
0.645478,within
0.572926,within
0.818255,within
0.750650,within
0.753175,within
0.622181,within
0.578283,within
0.651071,within
0.628810,within
0.791525,within
0.651369,within
0.634576,within
0.760433,within
0.532145,within
0.791535,within
0.672201,within
0.823214,within
0.734114,within
0.929427,within
0.690858,within
0.778939,within
0.712335,within
0.640077,within
0.696989,within
0.628472,within
0.709192,within
0.673750,within
0.622969,within
0.746365,within
0.805138,within
0.689555,within
0.698023,within
0.806764,within
0.799882,within
0.759967,within
0.714759,within
0.820524,within
0.852500,within
0.924666,within
0.878659,within
0.698283,within
0.613563,within
0.632148,within
0.772272,within
0.733959,within
0.716317,within
0.654068,within
0.679108,within
0.657006,within
0.904875,within
0.641194,within
0.815355,within
0.567194,within
0.632038,within
0.621885,within
0.672789,within
0.741874,within
0.634729,within
0.775978,within
0.766708,within
0.728543,within
0.831694,within
0.695866,within
0.695016,within
0.602872,within
0.698900,within
0.754902,within
0.836892,within
0.886727,within
0.904324,within
0.626624,within
0.631073,within
0.727437,within
0.622768,within
0.647445,within
0.774901,within
0.720722,within
0.716197,within
0.770323,within
0.707132,within
0.609472,within
0.818419,within
0.840214,within
0.623627,within
0.813774,within
0.800640,within
0.935808,within
0.964817,within
0.830506,within
0.746952,within
0.772683,within
0.675805,within
0.784155,within
0.737702,within
0.685093,within
0.768330,within
0.928525,within
0.764806,within
0.647071,within
0.682914,within
0.718797,within
0.696234,within
0.743822,within
0.682575,within
0.830892,within
0.792480,within
0.635011,within
0.723722,within
0.785813,within
0.595969,within
0.669300,within
0.648464,within
0.833444,within
0.606237,within
0.740624,within
0.799542,within
0.610400,within
0.546543,within
0.596147,within
0.628943,within
0.718603,within
0.627555,within
0.770774,within
0.576752,within
0.679826,within
0.873182,within
0.875000,within
0.820758,within
0.855303,within
0.723886,within
0.737947,within
0.704764,within
0.916796,within
0.923892,within
0.846048,within
0.679744,within
0.733688,within
0.616010,within
0.645070,within
0.627422,within
0.526741,within
0.605751,within
0.626187,within
0.761034,within
0.711252,within
0.850759,within
0.825586,within
0.748370,within
0.789337,within
0.814474,within
0.876109,within
0.874900,within
0.781630,within
0.924244,within
0.655759,within
0.559084,within
0.722417,within
0.803753,within
0.715006,within
0.730974,within
0.783410,within
0.795276,within
0.759282,within
0.795207,within
0.815287,within
0.922326,within
0.882860,within
0.718424,within
0.755049,within
0.742975,within
0.806871,within
0.705163,within
0.684755,within
0.723142,within
0.698215,within
0.713415,within
0.709351,within
0.740574,within
0.737752,within
0.909513,within
0.736593,within
0.706175,within
0.850879,within
0.779092,within
0.877346,within
0.803194,within
0.717082,within
0.796634,within
0.856600,within
0.704843,within
0.862992,within
0.812615,within
0.739539,within
0.831350,within
0.915486,within
0.819739,within
0.887383,within
0.748880,within
0.825258,within
0.834159,within
0.877152,within
0.903667,within
0.794506,within
0.904525,within
0.915043,within
0.913416,within
0.824605,within
0.882152,within
0.847482,within
0.725062,within
0.585417,within
0.725342,within
0.753890,within
0.785033,within
0.789100,within
0.658389,within
0.762913,within
0.868638,within
0.724817,within
0.740302,within
0.853592,within
0.765615,within
0.795442,within
0.901307,within
0.893200,within
0.846596,within
0.795703,within
0.860819,within
0.820791,within
0.941522,within
0.636609,within
0.946263,within
0.756983,within
0.699919,within
0.717887,within
0.758070,within
0.654806,within
0.753702,within
0.735418,within
0.692125,within
0.827359,within
0.784247,within
0.864198,within
0.787867,within
0.715506,within
0.733799,within
0.821098,within
0.841556,within
0.770718,within
0.721658,within
0.840521,within
0.747016,within
0.841099,within
0.896096,within
0.753327,within
0.704330,within
0.652156,within
0.766513,within
0.851167,within
0.856344,within
0.805936,within
0.736190,within
0.936583,within
0.700008,within
0.818752,within
0.662498,within
0.808731,within
0.760591,within
0.766417,within
0.686913,within
0.625299,within
0.633906,within
0.596157,within
0.594499,within
0.976965,within
0.691126,within
0.753766,within
0.744783,within
0.725384,within
0.935307,within
0.831853,within
0.586207,within
0.775913,within
0.784196,within
0.853453,within
0.788662,within
0.771609,within
0.901759,within
0.767846,within
0.855566,within
0.877219,within
0.839717,within
0.735058,within
0.919007,within
0.744128,within
0.803064,within
0.899012,within
0.937246,within
0.822100,within
0.843939,within
0.775437,within
0.810527,within
0.623944,within
0.802626,within
0.676479,within
0.737495,within
0.687674,within
0.601683,within
0.809085,within
0.654676,within
0.648248,within
0.607132,within
0.659578,within
0.639371,within
0.660023,within
0.668455,within
0.730071,within
0.635298,within
0.622663,within
0.767630,within
0.766535,within
0.591161,within
0.646575,within
0.653827,within
0.722185,within
0.837955,within
0.783617,within
0.879642,within
0.812148,within
0.917137,within
0.880704,within
0.779095,within
0.706148,within
0.673519,within
0.817877,within
0.623050,within
0.600963,within
0.833429,within
0.795481,within
0.822904,within
0.837400,within
0.801979,within
0.723377,within
0.779118,within
0.808778,within
0.765919,within
0.753295,within
0.683794,within
0.799690,within
0.888039,within
0.646666,within
0.676669,within
0.885552,within
0.658223,within
0.890212,within
0.692193,within
0.816054,within
0.742022,within
0.669951,within
0.786571,within
0.670538,within
0.706604,within
0.803752,within
0.793694,within
0.897645,within
0.810262,within
0.804446,within
0.757559,within
0.891336,within
0.910211,within
0.899580,within
0.858417,within
0.892273,within
0.746617,within
0.715493,within
0.711982,within
0.608999,within
0.688903,within
0.764658,within
0.802333,within
0.624559,within
0.838109,within
0.881152,within
0.662607,within
0.724933,within
0.614682,within
0.730221,within
0.662818,within
0.689131,within
0.640102,within
0.829534,within
0.794931,within
0.794433,within
0.861155,within
0.808849,within
0.879011,within
0.791731,within
0.890806,within
0.833969,within
0.852267,within
0.890351,within
0.892375,within
0.804073,within
0.868567,within
0.806623,within
0.791597,within
0.776222,within
0.725911,within
0.888142,within
0.700159,within
0.864525,within
0.854212,within
0.788744,within
0.718029,within
0.742281,within
0.948535,within
0.946703,within
0.917435,within
0.805711,within
0.898270,within
0.851526,within
0.859029,within
0.881662,within
0.902390,within
0.914291,within
0.844480,within
0.918039,within
0.825828,within
0.830277,within
0.789520,within
0.808423,within
0.771674,within
0.928332,within
0.856056,within
0.730339,within
0.781838,within
0.877521,within
0.796933,within
0.921955,within
0.879903,within
0.868927,within
0.921081,within
0.823867,within
0.832771,within
0.865626,within
0.760394,within
0.790202,within
0.912797,within
0.828192,within
0.820525,within
0.831222,within
0.806955,within
0.902264,within
0.847796,within
0.849165,within
0.948274,within
0.710676,within
0.668000,within
0.949863,within
0.795721,within
0.636449,within
0.907242,within
0.931537,within
0.619516,within
0.795397,within
0.728520,within
0.641316,within
0.633722,within
0.892402,within
0.726170,within
0.793516,within
0.708410,within
0.744644,within
0.712268,within
0.589404,within
0.817064,within
0.876335,within
0.815027,within
0.746710,within
0.884833,within
0.795077,within
0.699767,within
0.854161,within
0.690278,within
0.883711,within
0.751985,within
0.671415,within
0.699206,within
0.895220,within
0.694572,within
0.663051,within
0.839569,within
0.775825,within
0.729667,within
0.678638,within
0.780192,within
0.630111,within
0.897186,within
0.644190,within
0.559476,within
0.743025,within
0.678390,within
0.910343,within
0.844320,within
0.673157,within
0.725063,within
0.764752,within
0.598076,within
0.740937,within
0.690686,within
0.709938,within
0.641234,within
0.606004,within
0.578308,within
0.873750,within
0.824444,within
0.851831,within
0.823485,within
0.622828,within
0.721858,within
0.892645,within
0.625448,within
0.782815,within
0.674721,within
0.646742,within
0.797127,within
0.739645,within
0.779451,within
0.779307,within
0.706344,within
0.639009,within
0.707270,within
0.739103,within
0.774897,within
0.878965,within
0.669022,within
0.762921,within
0.703407,within
0.863412,within
0.887317,within
0.809846,within
0.812457,within
0.879000,within
0.895770,within
0.909643,within
0.714487,within
0.678921,within
0.763528,within
0.803842,within
0.775237,within
0.825973,within
0.785146,within
0.710369,within
0.681937,within
0.761442,within
0.785892,within
0.838185,within
0.782279,within
0.769207,within
0.603536,within
0.916853,within
0.913090,within
0.865857,within
0.846787,within
0.866226,within
0.965430,within
0.765938,within
0.767103,within
0.883251,within
0.775678,within
0.936936,within
0.766078,within
0.737361,within
0.834925,within
0.849664,within
0.843719,within
0.769959,within
0.773796,within
0.786966,within
0.669246,within
0.802352,within
0.833552,within
0.841502,within
0.789105,within
0.754800,within
0.771030,within
0.916172,within
0.932066,within
0.763141,within
0.880007,within
0.767961,within
0.849549,within
0.865411,within
0.847651,within
0.711717,within
0.813815,within
0.700531,within
0.831288,within
0.876969,within
0.773665,within
0.820959,within
0.812107,within
0.801553,within
0.926444,within
0.778666,within
0.827624,within
0.742766,within
0.778282,within
0.787591,within
0.908885,within
0.743255,within
0.895657,within
0.787386,within
0.857855,within
0.804800,within
0.918410,within
0.812585,within
0.902611,within
0.899802,within
0.927808,within
0.856691,within
0.767060,within
0.808974,within
0.784965,within
0.891317,within
0.834727,within
0.761510,within
0.773348,within
0.826086,within
0.814040,within
0.821887,within
0.750170,within
0.756820,within
0.860155,within
0.857319,within
0.874289,within
0.898962,within
0.706368,within
0.778931,within
0.609534,within
0.638151,within
0.701744,within
0.658772,within
0.681877,within
0.618990,within
0.674806,within
0.630760,within
0.781044,within
0.892939,within
0.584775,within
0.626462,within
0.693476,within
0.705278,within
0.699740,within
0.734471,within
0.612196,within
0.604552,within
0.702664,within
0.679971,within
0.808343,within
0.743823,within
0.695855,within
0.746641,within
0.953630,within
0.663471,within
0.738986,within
0.680796,within
0.675942,within
0.798975,within
0.825010,within
0.761434,within
0.615276,within
0.594421,within
0.621427,within
0.725467,within
0.732935,within
0.705066,within
0.766270,within
0.707573,within
0.727136,within
0.617900,within
0.639845,within
0.719396,within
0.865229,within
0.602173,within
0.674766,within
0.621271,within
0.611204,within
0.821509,within
0.917121,within
0.881202,within
0.690862,within
0.673971,within
0.889932,within
0.799431,within
0.803922,within
0.737603,within
0.652030,within
0.805062,within
0.675527,within
0.722744,within
0.734794,within
0.677796,within
0.703707,within
0.565459,within
0.706289,within
0.707100,within
0.867121,within
0.566228,within
0.832635,within
0.797877,within
0.786553,within
0.864989,within
0.651337,within
0.721702,within
0.741215,within
0.732808,within
0.687576,within
0.714054,within
0.567701,cross
0.462430,cross
0.676221,cross
0.505159,cross
0.639804,cross
0.583128,cross
0.632419,cross
0.645256,cross
0.703348,cross
0.538013,cross
0.467011,cross
0.468351,cross
0.670599,cross
0.637980,cross
0.725543,cross
0.595415,cross
0.416029,cross
0.492246,cross
0.653690,cross
0.492414,cross
0.496427,cross
0.648583,cross
0.452524,cross
0.551961,cross
0.576504,cross
0.702300,cross
0.733028,cross
0.621850,cross
0.464682,cross
0.520985,cross
0.647458,cross
0.534494,cross
0.830196,cross
0.392686,cross
0.619571,cross
0.459480,cross
0.427031,cross
0.450169,cross
0.476640,cross
0.600963,cross
0.504705,cross
0.444573,cross
0.563361,cross
0.524285,cross
0.470134,cross
0.696490,cross
0.545536,cross
0.411868,cross
0.495002,cross
0.593647,cross
0.734155,cross
0.442526,cross
0.454119,cross
0.535330,cross
0.555309,cross
0.464229,cross
0.702838,cross
0.627763,cross
0.670803,cross
0.534970,cross
0.559671,cross
0.625124,cross
0.839670,cross
0.533937,cross
0.677998,cross
0.490965,cross
0.522519,cross
0.555191,cross
0.481484,cross
0.355510,cross
0.472958,cross
0.501569,cross
0.472013,cross
0.487179,cross
0.666448,cross
0.542348,cross
0.627768,cross
0.681465,cross
0.630988,cross
0.686267,cross
0.543612,cross
0.415807,cross
0.457898,cross
0.506330,cross
0.557345,cross
0.602254,cross
0.504336,cross
0.439342,cross
0.526808,cross
0.697973,cross
0.536358,cross
0.527173,cross
0.501163,cross
0.477036,cross
0.704996,cross
0.703992,cross
0.671916,cross
0.569840,cross
0.503878,cross
0.532121,cross
0.485886,cross
0.497019,cross
0.688322,cross
0.674038,cross
0.536133,cross
0.479891,cross
0.650513,cross
0.547229,cross
0.746222,cross
0.586427,cross
0.639124,cross
0.659772,cross
0.575510,cross
0.499641,cross
0.538280,cross
0.500295,cross
0.521859,cross
0.682838,cross
0.632594,cross
0.581242,cross
0.437994,cross
0.698378,cross
0.617680,cross
0.556250,cross
0.696175,cross
0.756968,cross
0.586314,cross
0.536655,cross
0.533190,cross
0.548315,cross
0.691397,cross
0.707388,cross
0.718429,cross
0.659431,cross
0.810367,cross
0.615035,cross
0.734834,cross
0.599852,cross
0.567942,cross
0.771119,cross
0.483660,cross
0.493220,cross
0.471314,cross
0.624835,cross
0.554060,cross
0.592258,cross
0.536132,cross
0.744470,cross
0.600138,cross
0.596553,cross
0.727194,cross
0.595709,cross
0.549630,cross
0.748939,cross
0.571036,cross
0.591212,cross
0.626963,cross
0.743634,cross
0.485496,cross
0.519789,cross
0.772973,cross
0.592881,cross
0.506396,cross
0.686913,cross
0.566475,cross
0.681682,cross
0.570568,cross
0.519716,cross
0.562595,cross
0.579474,cross
0.584450,cross
0.804590,cross
0.472071,cross
0.630780,cross
0.471224,cross
0.545073,cross
0.752036,cross
0.514305,cross
0.490320,cross
0.471117,cross
0.560538,cross
0.554792,cross
0.455854,cross
0.629202,cross
0.667864,cross
0.678113,cross
0.645209,cross
0.694870,cross
0.504009,cross
0.466477,cross
0.476190,cross
0.481177,cross
0.708586,cross
0.480845,cross
0.496929,cross
0.672793,cross
0.498238,cross
0.546417,cross
0.515452,cross
0.490813,cross
0.456327,cross
0.601728,cross
0.677585,cross
0.512507,cross
0.588147,cross
0.458269,cross
0.542381,cross
0.541575,cross
0.629270,cross
0.559051,cross
0.535848,cross
0.701827,cross
0.749393,cross
0.708137,cross
0.704830,cross
0.629960,cross
0.747748,cross
0.515475,cross
0.345593,cross
0.471710,cross
0.489879,cross
0.542818,cross
0.438121,cross
0.724553,cross
0.713009,cross
0.569640,cross
0.742361,cross
0.647252,cross
0.505224,cross
0.540542,cross
0.912423,cross
0.504425,cross
0.437297,cross
0.575987,cross
0.362205,cross
0.648482,cross
0.576921,cross
0.400256,cross
0.477561,cross
0.625887,cross
0.730580,cross
0.452728,cross
0.468534,cross
0.602170,cross
0.484915,cross
0.480845,cross
0.578576,cross
0.513741,cross
0.370819,cross
0.613159,cross
0.417967,cross
0.449652,cross
0.513943,cross
0.670347,cross
0.537750,cross
0.549456,cross
0.633833,cross
0.388417,cross
0.477983,cross
0.640350,cross
0.607753,cross
0.722072,cross
0.591522,cross
0.555566,cross
0.742819,cross
0.485058,cross
0.489704,cross
0.575389,cross
0.713435,cross
0.426799,cross
0.526438,cross
0.529697,cross
0.438501,cross
0.673243,cross
0.721131,cross
0.575523,cross
0.413429,cross
0.749050,cross
0.618622,cross
0.529896,cross
0.756895,cross
0.475559,cross
0.499626,cross
0.524652,cross
0.731617,cross
0.678371,cross
0.547586,cross
0.569494,cross
0.562514,cross
0.549699,cross
0.695112,cross
0.461181,cross
0.821599,cross
0.719424,cross
0.627205,cross
0.619348,cross
0.434518,cross
0.623663,cross
0.482333,cross
0.491034,cross
0.651110,cross
0.617549,cross
0.462927,cross
0.486388,cross
0.597007,cross
0.488242,cross
0.507884,cross
0.525523,cross
0.786632,cross
0.656349,cross
0.548524,cross
0.598248,cross
0.468371,cross
0.624708,cross
0.436893,cross
0.608679,cross
0.581096,cross
0.545073,cross
0.429890,cross
0.561184,cross
0.518812,cross
0.669956,cross
0.608513,cross
0.479948,cross
0.775756,cross
0.510857,cross
0.483719,cross
0.743763,cross
0.526020,cross
0.666385,cross
0.352498,cross
0.519514,cross
0.567066,cross
0.352890,cross
0.588417,cross
0.696008,cross
0.441493,cross
0.434250,cross
0.706537,cross
0.455484,cross
0.540957,cross
0.495065,cross
0.492118,cross
0.460163,cross
0.563468,cross
0.467784,cross
0.762502,cross
0.649298,cross
0.781311,cross
0.564494,cross
0.607038,cross
0.511504,cross
0.488487,cross
0.543978,cross
0.778080,cross
0.481326,cross
0.537440,cross
0.380978,cross
0.584409,cross
0.618640,cross
0.462801,cross
0.680248,cross
0.413949,cross
0.469974,cross
0.560136,cross
0.422133,cross
0.554372,cross
0.547063,cross
0.713491,cross
0.606612,cross
0.629263,cross
0.630800,cross
0.660724,cross
0.526395,cross
0.636962,cross
0.419601,cross
0.651302,cross
0.785521,cross
0.450886,cross
0.434435,cross
0.709317,cross
0.694453,cross
0.727032,cross
0.700546,cross
0.470024,cross
0.732961,cross
0.402461,cross
0.442077,cross
0.630987,cross
0.687673,cross
0.509820,cross
0.532797,cross
0.624348,cross
0.583260,cross
0.453135,cross
0.486120,cross
0.377011,cross
0.725599,cross
0.513466,cross
0.456573,cross
0.537358,cross
0.378137,cross
0.606976,cross
0.667383,cross
0.364013,cross
0.479171,cross
0.490971,cross
0.596203,cross
0.513534,cross
0.570549,cross
0.371179,cross
0.735056,cross
0.496440,cross
0.452179,cross
0.443662,cross
0.502212,cross
0.542199,cross
0.590352,cross
0.597908,cross
0.617767,cross
0.454573,cross
0.746086,cross
0.753360,cross
0.518415,cross
0.521475,cross
0.850092,cross
0.536919,cross
0.685069,cross
0.452061,cross
0.335665,cross
0.461189,cross
0.744252,cross
0.612647,cross
0.441865,cross
0.672616,cross
0.503110,cross
0.503350,cross
0.430306,cross
0.610241,cross
0.520095,cross
0.537035,cross
0.461843,cross
0.396722,cross
0.389216,cross
0.612615,cross
0.647358,cross
0.539330,cross
0.675489,cross
0.763712,cross
0.600943,cross
0.693470,cross
0.544959,cross
0.759153,cross
0.541253,cross
0.496463,cross
0.495258,cross
0.513764,cross
0.424735,cross
0.503469,cross
0.507694,cross
0.684834,cross
0.730852,cross
0.564222,cross
0.453799,cross
0.563209,cross
0.551288,cross
0.729260,cross
0.565983,cross
0.564740,cross
0.586332,cross
0.492148,cross
0.536681,cross
0.660738,cross
0.558720,cross
0.460123,cross
0.582279,cross
0.364513,cross
0.681294,cross
0.584170,cross
0.562595,cross
0.667202,cross
0.503905,cross
0.523377,cross
0.487060,cross
0.460207,cross
0.741934,cross
0.556947,cross
0.604425,cross
0.721520,cross
0.525819,cross
0.427621,cross
0.482257,cross
0.561374,cross
0.572779,cross
0.452335,cross
0.453553,cross
0.520030,cross
0.748452,cross
0.480598,cross
0.608980,cross
0.746568,cross
0.493003,cross
0.794452,cross
0.514492,cross
0.541387,cross
0.484108,cross
0.415881,cross
0.666561,cross
0.678613,cross
0.629972,cross
0.748590,cross
0.353245,cross
0.641794,cross
0.454678,cross
0.688352,cross
0.363271,cross
0.503581,cross
0.466790,cross
0.513612,cross
0.428722,cross
0.631879,cross
0.460243,cross
0.496535,cross
0.619773,cross
0.667895,cross
0.403498,cross
0.554043,cross
0.478330,cross
0.559676,cross
0.630491,cross
0.468656,cross
0.334369,cross
0.470465,cross
0.577230,cross
0.550348,cross
0.528222,cross
0.457937,cross
0.498858,cross
0.485954,cross
0.500311,cross
0.634164,cross
0.469504,cross
0.496675,cross
0.506888,cross
0.514851,cross
0.495761,cross
0.434932,cross
0.493863,cross
0.511391,cross
0.421299,cross
0.406775,cross
0.573253,cross
0.496015,cross
0.840295,cross
0.457537,cross
0.604747,cross
0.705334,cross
0.450114,cross
0.611763,cross
0.722915,cross
0.541619,cross
0.693461,cross
0.496924,cross
0.478652,cross
0.679328,cross
0.591716,cross
0.504196,cross
0.451227,cross
0.672226,cross
0.527342,cross
0.579280,cross
0.487906,cross
0.536285,cross
0.657522,cross
0.518321,cross
0.573014,cross
0.553784,cross
0.604278,cross
0.621822,cross
0.525193,cross
0.567751,cross
0.467129,cross
0.607737,cross
0.713893,cross
0.396571,cross
0.603244,cross
0.342399,cross
0.499122,cross
0.672425,cross
0.530533,cross
0.469387,cross
0.473808,cross
0.777793,cross
0.704429,cross
0.726131,cross
0.582352,cross
0.740841,cross
0.696451,cross
0.692859,cross
0.577031,cross
0.477811,cross
0.674200,cross
0.462054,cross
0.534307,cross
0.501411,cross
0.514429,cross
0.576148,cross
0.589956,cross
0.523776,cross
0.485669,cross
0.655201,cross
0.609511,cross
0.448250,cross
0.502533,cross
0.457190,cross
0.470650,cross
0.684992,cross
0.631168,cross
0.464877,cross
0.510715,cross
0.514016,cross
0.626243,cross
0.476746,cross
0.376373,cross
0.624902,cross
0.695331,cross
0.704545,cross
0.576738,cross
0.743808,cross
0.620449,cross
0.664446,cross
0.638534,cross
0.481372,cross
0.500210,cross
0.496186,cross
0.688099,cross
0.525512,cross
0.522326,cross
0.520095,cross
0.457211,cross
0.372869,cross
0.609814,cross
0.781458,cross
0.743419,cross
0.521390,cross
0.420201,cross
0.475555,cross
0.491584,cross
0.754705,cross
0.516378,cross
0.475063,cross
0.581846,cross
0.594837,cross
0.439353,cross
0.575664,cross
0.444598,cross
0.548374,cross
0.480846,cross
0.511239,cross
0.644345,cross
0.510524,cross
0.554292,cross
0.483018,cross
0.578451,cross
0.602682,cross
0.734154,cross
0.471725,cross
0.466693,cross
0.545166,cross
0.563344,cross
0.654617,cross
0.560238,cross
0.481761,cross
0.521204,cross
0.502952,cross
0.488988,cross
0.761221,cross
0.574851,cross
0.446706,cross
0.705490,cross
0.790836,cross
0.495576,cross
0.616153,cross
0.481916,cross
0.661767,cross
0.611485,cross
0.535938,cross
0.476099,cross
0.539492,cross
0.540396,cross
0.461391,cross
0.539909,cross
0.451680,cross
0.637104,cross
0.583428,cross
0.682557,cross
0.617505,cross
0.534707,cross
0.593831,cross
0.651258,cross
0.524080,cross
0.485506,cross
0.495955,cross
0.645174,cross
0.611900,cross
0.587812,cross
0.661852,cross
0.663375,cross
0.573500,cross
0.651893,cross
0.567249,cross
0.565488,cross
0.552889,cross
0.738074,cross
0.485286,cross
0.637711,cross
0.581599,cross
0.587327,cross
0.604898,cross
0.618656,cross
0.624345,cross
0.567224,cross
0.583359,cross
0.347992,cross
0.580823,cross
0.540872,cross
0.461998,cross
0.622322,cross
0.507870,cross
0.612901,cross
0.563494,cross
0.807167,cross
0.511211,cross
0.553108,cross
0.369480,cross
0.771528,cross
0.654551,cross
0.568717,cross
0.676148,cross
0.622055,cross
0.817836,cross
0.711178,cross
0.819770,cross
0.643180,cross
0.772549,cross
0.736584,cross
0.649829,cross
0.583384,cross
0.567268,cross
0.558054,cross
0.459823,cross
0.586930,cross
0.466054,cross
0.541365,cross
0.671715,cross
0.561528,cross
0.549326,cross
0.652508,cross
0.488261,cross
0.597299,cross
0.606772,cross
0.698831,cross
0.610825,cross
0.557831,cross
0.506231,cross
0.656334,cross
0.719352,cross
0.536811,cross
0.597652,cross
0.548794,cross
0.630771,cross
0.566635,cross
0.637054,cross
0.595550,cross
0.568397,cross
0.638724,cross
0.534797,cross
0.510370,cross
0.557636,cross
0.612547,cross
0.822391,cross
0.584630,cross
0.563437,cross
0.577859,cross
0.607356,cross
0.852786,cross
0.650108,cross
0.594368,cross
0.671410,cross
0.578664,cross
0.656560,cross
0.612073,cross
0.452643,cross
0.472939,cross
0.603770,cross
0.593991,cross
0.345354,cross
0.348940,cross
0.684337,cross
0.452862,cross
0.504629,cross
0.561774,cross
0.653918,cross
0.484210,cross
0.430378,cross
0.621756,cross
0.575476,cross
0.566929,cross
0.524371,cross
0.593449,cross
0.451699,cross
0.507487,cross
0.633283,cross
0.952032,cross
0.757526,cross
0.667087,cross
0.559912,cross
0.757413,cross
0.710356,cross
0.607431,cross
0.642008,cross
0.569783,cross
0.636243,cross
0.387381,cross
0.585529,cross
0.559873,cross
0.395182,cross
0.718105,cross
0.489376,cross
0.608004,cross
0.423007,cross
0.771239,cross
0.443087,cross
0.432671,cross
0.634344,cross
0.590127,cross
0.742667,cross
0.701498,cross
0.598728,cross
0.469481,cross
0.620792,cross
0.596819,cross
0.671871,cross
0.569961,cross
0.508813,cross
0.572648,cross
0.773814,cross
0.549476,cross
0.684701,cross
0.729583,cross
0.838212,cross
0.793253,cross
0.789736,cross
0.666955,cross
0.768691,cross
0.718906,cross
0.619244,cross
0.593416,cross
0.493026,cross
0.665624,cross
0.435797,cross
0.495372,cross
0.559329,cross
0.576455,cross
0.461848,cross
0.485834,cross
0.499037,cross
0.464869,cross
0.663241,cross
0.634973,cross
0.525568,cross
0.526118,cross
0.871503,cross
0.738333,cross
0.622508,cross
0.577456,cross
0.430528,cross
0.488924,cross
0.481903,cross
0.466169,cross
0.623619,cross
0.614871,cross
0.552346,cross
0.737821,cross
0.562703,cross
0.655961,cross
0.542319,cross
0.533104,cross
0.484188,cross
0.628205,cross
0.656832,cross
0.757615,cross
0.578868,cross
0.665604,cross
0.793371,cross
0.630159,cross
0.749174,cross
0.548108,cross
0.565467,cross
0.542318,cross
0.536314,cross
0.562094,cross
0.475538,cross
0.662498,cross
0.589751,cross
0.550170,cross
0.496674,cross
0.627135,cross
0.626947,cross
0.675632,cross
0.622786,cross
0.464064,cross
0.752524,cross
0.673970,cross
0.650869,cross
0.761726,cross
0.512689,cross
0.754431,cross
0.664889,cross
0.693472,cross
0.746941,cross
0.693062,cross
0.625917,cross
0.558685,cross
0.523117,cross
0.444501,cross
0.717023,cross
0.767955,cross
0.519905,cross
0.476600,cross
0.757636,cross
0.479663,cross
0.502147,cross
0.531947,cross
0.556930,cross
0.498402,cross
0.498467,cross
0.452897,cross
0.624697,cross
0.543195,cross
0.651634,cross
0.527776,cross
0.514090,cross
0.623398,cross
0.516444,cross
0.576504,cross
0.608552,cross
0.557944,cross
0.697018,cross
0.706172,cross
0.568034,cross
0.667362,cross
0.477460,cross
0.505479,cross
0.519435,cross
0.693219,cross
0.673426,cross
0.768708,cross
0.662604,cross
0.685830,cross
0.574367,cross
0.555890,cross
0.773127,cross
0.796910,cross
0.657372,cross
0.584402,cross
0.795367,cross
0.882057,cross
0.791919,cross
0.805488,cross
0.625221,cross
0.654279,cross
0.776512,cross
0.815549,cross
0.810900,cross
0.547537,cross
0.609404,cross
0.738556,cross
0.625398,cross
0.620736,cross
0.640809,cross
0.639867,cross
0.508818,cross
0.699392,cross
0.642031,cross
0.606081,cross
0.728752,cross
0.693433,cross
0.693126,cross
0.688939,cross
0.619938,cross
0.674003,cross
0.663407,cross
0.760410,cross
0.869703,cross
0.584315,cross
0.562453,cross
